x,y,demand
146,229,10
148,229,9
155,229,5
156,229,8
162,229,6
166,229,5
176,229,8
196,229,7
206,229,2
209,229,2
212,229,5
213,229,9
237,229,3
241,229,5
242,229,5
247,229,2
256,229,5
258,229,5
267,229,8
283,229,8
284,229,8
287,229,6
295,229,1
298,229,2
4,230,10
9,230,9
10,230,6
11,230,1
17,230,1
22,230,7
35,230,7
39,230,7
43,230,10
44,230,1
48,230,9
55,230,4
61,230,4
65,230,7
70,230,6
75,230,8
80,230,4
85,230,9
86,230,10
91,230,7
94,230,10
96,230,9
109,230,2
115,230,3
123,230,7
126,230,3
129,230,8
141,230,5
144,230,4
145,230,3
146,230,8
151,230,7
152,230,9
158,230,5
160,230,9
169,230,4
175,230,1
181,230,2
182,230,4
187,230,1
190,230,6
201,230,8
202,230,3
219,230,2
222,230,8
235,230,7
252,230,10
255,230,5
268,230,5
273,230,8
286,230,1
290,230,9
297,230,10
3,231,4
7,231,1
10,231,2
13,231,5
20,231,7
30,231,5
39,231,1
47,231,10
49,231,3
52,231,10
56,231,9
57,231,10
60,231,6
61,231,3
74,231,1
100,231,2
101,231,9
105,231,3
115,231,7
131,231,8
132,231,8
139,231,10
141,231,5
156,231,2
157,231,8
165,231,9
166,231,5
167,231,4
169,231,1
170,231,7
172,231,6
175,231,4
177,231,10
178,231,10
191,231,2
218,231,3
220,231,7
222,231,9
235,231,7
251,231,8
252,231,3
257,231,5
276,231,8
278,231,4
283,231,3
285,231,10
298,231,5
4,232,6
5,232,1
9,232,8
16,232,6
27,232,6
37,232,9
43,232,10
48,232,1
60,232,9
63,232,9
67,232,3
80,232,2
86,232,9
98,232,2
116,232,6
119,232,8
133,232,4
152,232,5
161,232,10
164,232,8
167,232,4
175,232,8
177,232,8
182,232,8
186,232,6
192,232,2
205,232,5
216,232,4
228,232,1
249,232,7
251,232,9
252,232,8
263,232,10
266,232,5
267,232,1
269,232,3
277,232,5
280,232,3
284,232,9
287,232,8
290,232,7
297,232,7
2,233,6
8,233,9
23,233,7
27,233,1
37,233,2
39,233,3
43,233,8
49,233,6
51,233,4
54,233,2
56,233,3
71,233,5
83,233,5
85,233,1
89,233,4
95,233,4
98,233,5
100,233,7
104,233,6
112,233,3
119,233,1
120,233,6
121,233,2
127,233,5
129,233,7
131,233,8
136,233,10
139,233,5
144,233,10
145,233,4
148,233,8
151,233,9
153,233,9
156,233,5
158,233,7
164,233,7
172,233,10
173,233,4
175,233,8
186,233,2
197,233,9
200,233,3
204,233,6
207,233,10
214,233,5
221,233,10
227,233,10
236,233,9
247,233,1
250,233,3
253,233,6
257,233,8
263,233,9
265,233,4
270,233,5
271,233,7
277,233,4
281,233,7
288,233,2
293,233,9
2,234,1
28,234,8
29,234,9
34,234,6
40,234,4
48,234,9
60,234,8
64,234,10
68,234,5
70,234,4
74,234,9
75,234,2
81,234,8
83,234,3
86,234,7
89,234,7
93,234,6
105,234,5
108,234,6
111,234,5
117,234,6
118,234,7
140,234,10
155,234,8
166,234,10
172,234,4
173,234,9
180,234,5
182,234,4
184,234,4
188,234,1
196,234,8
201,234,8
204,234,6
207,234,3
213,234,6
223,234,1
225,234,8
237,234,10
241,234,6
255,234,5
261,234,5
271,234,7
282,234,1
284,234,4
2,235,5
7,235,3
12,235,10
25,235,1
28,235,8
56,235,9
57,235,6
64,235,2
73,235,7
74,235,1
75,235,4
79,235,2
96,235,6
97,235,2
98,235,7
112,235,10
132,235,3
133,235,4
134,235,5
137,235,4
142,235,2
143,235,4
145,235,7
147,235,7
151,235,5
154,235,4
159,235,4
190,235,2
192,235,2
210,235,10
213,235,2
222,235,9
225,235,6
241,235,2
254,235,8
270,235,2
271,235,3
276,235,8
286,235,10
294,235,1
4,236,3
8,236,5
24,236,7
29,236,9
36,236,4
64,236,4
71,236,4
86,236,7
90,236,6
91,236,4
95,236,2
96,236,4
98,236,2
109,236,10
131,236,1
150,236,1
154,236,6
157,236,7
185,236,7
196,236,5
200,236,9
205,236,4
208,236,3
222,236,4
226,236,5
229,236,3
238,236,5
241,236,6
242,236,1
244,236,6
245,236,2
248,236,10
259,236,5
271,236,1
283,236,7
294,236,3
295,236,10
299,236,4
0,237,2
7,237,7
18,237,1
19,237,9
20,237,6
22,237,8
27,237,4
51,237,10
57,237,8
62,237,3
65,237,3
76,237,1
80,237,3
83,237,2
84,237,3
86,237,10
90,237,4
121,237,4
139,237,1
140,237,9
145,237,8
146,237,4
153,237,9
162,237,1
170,237,9
171,237,7
181,237,10
184,237,3
193,237,10
213,237,6
219,237,8
222,237,8
228,237,7
234,237,7
239,237,10
240,237,8
255,237,8
259,237,2
266,237,10
297,237,5
299,237,1
3,238,7
9,238,1
25,238,6
28,238,5
34,238,3
48,238,8
51,238,2
52,238,2
61,238,6
70,238,5
72,238,6
74,238,2
83,238,9
85,238,10
103,238,6
115,238,10
121,238,5
133,238,9
143,238,10
145,238,2
158,238,10
167,238,5
175,238,10
178,238,5
179,238,10
185,238,4
190,238,10
210,238,4
225,238,10
233,238,1
244,238,10
257,238,10
259,238,2
261,238,10
267,238,1
273,238,2
279,238,8
296,238,3
298,238,1
7,239,8
11,239,3
13,239,4
14,239,2
25,239,9
28,239,10
41,239,5
42,239,4
43,239,4
55,239,2
56,239,8
73,239,3
74,239,2
85,239,3
89,239,7
104,239,8
127,239,9
130,239,9
135,239,9
141,239,8
156,239,7
157,239,1
159,239,5
162,239,7
166,239,2
168,239,5
182,239,7
185,239,2
186,239,1
197,239,6
200,239,9
205,239,2
206,239,8
207,239,5
208,239,7
213,239,10
229,239,5
230,239,5
231,239,4
243,239,4
256,239,1
267,239,3
275,239,3
277,239,10
278,239,10
285,239,6
286,239,1
297,239,8
33,240,1
38,240,9
50,240,6
63,240,3
68,240,7
76,240,4
90,240,7
92,240,5
108,240,1
123,240,4
124,240,7
142,240,1
154,240,1
155,240,9
160,240,9
170,240,6
171,240,7
172,240,10
173,240,9
178,240,6
179,240,2
189,240,4
208,240,8
211,240,8
215,240,4
217,240,1
220,240,3
222,240,3
232,240,10
237,240,5
242,240,3
246,240,6
262,240,2
277,240,7
286,240,9
298,240,5
10,241,4
11,241,4
21,241,3
24,241,8
32,241,2
38,241,9
40,241,9
59,241,10
77,241,9
80,241,9
83,241,5
106,241,3
110,241,3
136,241,2
152,241,6
155,241,9
161,241,8
172,241,9
173,241,8
177,241,7
186,241,3
187,241,5
190,241,2
211,241,4
219,241,4
221,241,3
225,241,3
228,241,3
234,241,3
251,241,6
255,241,1
259,241,10
264,241,8
267,241,4
275,241,8
287,241,3
289,241,7
290,241,8
20,242,7
21,242,8
33,242,1
35,242,9
58,242,10
60,242,1
73,242,2
78,242,7
79,242,7
80,242,1
92,242,5
99,242,2
101,242,7
107,242,8
125,242,9
163,242,8
175,242,2
190,242,10
208,242,8
210,242,10
220,242,2
224,242,9
225,242,10
238,242,5
245,242,7
247,242,9
258,242,6
261,242,7
266,242,7
274,242,9
278,242,4
284,242,5
287,242,8
288,242,10
291,242,9
298,242,9
1,243,2
2,243,5
10,243,5
16,243,4
27,243,5
31,243,7
33,243,1
40,243,10
62,243,1
63,243,5
68,243,6
79,243,8
87,243,10
94,243,5
111,243,4
114,243,8
121,243,2
126,243,4
133,243,8
136,243,3
141,243,4
142,243,2
146,243,5
149,243,1
153,243,2
154,243,10
174,243,1
184,243,1
185,243,8
188,243,3
199,243,5
205,243,3
208,243,2
210,243,8
213,243,5
217,243,1
231,243,8
232,243,4
235,243,6
237,243,3
246,243,9
256,243,8
285,243,3
291,243,7
294,243,6
3,244,4
20,244,1
23,244,2
31,244,7
35,244,3
39,244,8
50,244,6
75,244,2
84,244,4
87,244,1
88,244,4
95,244,6
101,244,2
106,244,1
113,244,10
115,244,8
119,244,1
126,244,8
131,244,7
135,244,6
141,244,10
144,244,7
145,244,4
146,244,4
152,244,6
162,244,1
163,244,6
173,244,5
181,244,5
199,244,1
212,244,7
217,244,6
230,244,8
251,244,1
263,244,5
265,244,3
279,244,10
281,244,6
289,244,8
6,245,6
22,245,8
36,245,5
38,245,6
46,245,10
58,245,10
62,245,2
68,245,9
85,245,5
86,245,4
90,245,9
95,245,6
96,245,9
98,245,10
99,245,5
104,245,7
111,245,9
113,245,3
121,245,5
131,245,10
132,245,8
135,245,2
166,245,7
169,245,10
171,245,1
174,245,4
187,245,2
194,245,5
202,245,9
223,245,10
230,245,1
240,245,4
246,245,3
257,245,1
271,245,5
273,245,8
275,245,7
279,245,2
285,245,9
286,245,6
291,245,1
8,246,9
9,246,10
32,246,10
33,246,3
35,246,2
45,246,4
46,246,2
51,246,10
54,246,1
59,246,6
63,246,9
71,246,4
78,246,9
79,246,4
82,246,9
94,246,7
113,246,10
117,246,1
124,246,8
144,246,7
150,246,6
152,246,4
156,246,9
165,246,10
175,246,3
182,246,6
184,246,7
186,246,4
189,246,3
199,246,8
202,246,8
209,246,8
222,246,10
235,246,5
243,246,9
250,246,9
251,246,3
262,246,1
266,246,9
279,246,7
287,246,8
295,246,5
3,247,8
6,247,4
13,247,9
23,247,5
39,247,7
41,247,1
52,247,9
55,247,1
62,247,6
73,247,6
84,247,2
99,247,8
108,247,8
117,247,10
139,247,6
143,247,9
146,247,3
149,247,7
150,247,3
152,247,4
155,247,3
162,247,8
163,247,2
164,247,7
173,247,10
174,247,6
179,247,9
182,247,4
193,247,7
201,247,1
211,247,10
214,247,7
216,247,5
219,247,6
243,247,9
246,247,1
253,247,6
255,247,3
258,247,5
263,247,3
267,247,8
269,247,4
274,247,5
275,247,1
278,247,6
292,247,1
298,247,4
5,248,2
11,248,9
19,248,10
23,248,4
24,248,4
32,248,5
39,248,5
70,248,1
73,248,8
74,248,10
78,248,10
82,248,3
83,248,7
87,248,10
91,248,10
95,248,9
108,248,1
111,248,6
113,248,7
125,248,6
128,248,4
137,248,1
140,248,6
146,248,9
150,248,7
154,248,7
164,248,7
167,248,8
170,248,4
171,248,1
174,248,10
178,248,9
186,248,8
198,248,10
200,248,9
216,248,6
223,248,9
225,248,4
228,248,7
229,248,10
230,248,7
248,248,1
251,248,10
252,248,5
255,248,3
259,248,9
260,248,6
266,248,10
279,248,6
9,249,6
12,249,8
24,249,7
41,249,4
42,249,10
49,249,2
53,249,6
71,249,2
74,249,8
82,249,9
84,249,2
98,249,9
107,249,5
119,249,8
120,249,4
121,249,4
128,249,7
143,249,6
147,249,1
153,249,2
154,249,5
158,249,7
159,249,2
160,249,8
161,249,5
168,249,1
170,249,2
182,249,7
188,249,10
199,249,6
203,249,5
204,249,6
211,249,8
216,249,2
221,249,1
222,249,8
226,249,8
240,249,3
249,249,2
267,249,3
280,249,3
283,249,1
290,249,9
295,249,2
296,249,7
